transaction_id	amount	sender_balance_before	sender_balance_after	receiver_balance_before	receiver_balance_after	transaction_type	hour	month_2026	day_of_week	device_type	region	is_fraud
UIRYE12O0	1088.08	8079.36	6991.28	34402.22	35490.3	paybill	11	9	Tue	smartphone	Nakuru	0
UAEMAYB3P	415.39	27053.91	26638.52	966.38	1381.77	peer	5	1	Thu	feature	Nairobi	0
UER1IFSI1	199.21	2610.6	2411.39	36810.02	37009.23	till	9	5	Tue	feature	Kisumu	0
UHZ3ZSG9V	601.26	47651.02	47049.76	496.19	1097.45	peer	11	8	Mon	smartphone	Mombasa	0
UAJGFAH5N	935.7	3428.38	2492.68	19882.38	20818.08	till	3	1	Sat	smartphone	Nakuru	0
UFPCPBDN7	2155.18	61941.91	59786.73	38646.07	40801.25	peer	22	6	Wed	smartphone	Mombasa	0
UAAXLKKVP	1105.01	10131.46	9026.45	847.38	1952.39	paybill	11	1	Wed	feature	Mombasa	0
UBDAT5L0N	2205.55	9704.56	7499.01	13279.14	15484.69	till	8	2	Fri	feature	Kisumu	0
UKJVDDWVB	26.56	27410.12	27383.56	36951.33	36977.89	till	20	11	Sun	smartphone	Mombasa	0
ULQD7WKR1	378.98	208.15	0	14990.03	15369.01	peer	11	12	Mon	smartphone	Mombasa	1
UGTJ54696	1559.63	70352.48	68792.85	33779	35338.63	till	6	7	Mon	feature	Mombasa	0
UHP7SAVZE	1187.67	62677.55	61489.88	39018.81	40206.48	till	7	8	Mon	smartphone	Nairobi	0
UHY58F1N2	918.72	12270.99	11352.27	44972.76	45891.48	paybill	21	8	Tue	smartphone	Nakuru	0
UCUVA7SSZ	1857.51	48303.02	46445.51	23670.04	25527.55	peer	1	3	Wed	feature	Nairobi	0
UBGBIBF57	92.36	4721.77	4629.41	47889.49	47981.85	peer	11	2	Sat	smartphone	Eldoret	0
UIEXW8L85	4289.82	42505.91	38216.09	32547.87	36837.69	peer	4	9	Thu	feature	Mombasa	0
UAWAM0KJA	1551.73	29317.89	27766.16	11269.06	12820.79	till	21	1	Mon	feature	Kisumu	0
UKWT3HJU3	326.92	71696.4	71369.48	42359.72	42686.64	peer	9	11	Thu	smartphone	Kisumu	0
UFFRRQ3GU	567.83	11842.32	11274.49	40556.19	41124.02	peer	18	6	Sat	feature	Nakuru	0
UEFGOVCCI	1515.72	13194.09	11678.37	32140.95	33656.67	paybill	14	5	Mon	smartphone	Nairobi	0
UJDNDA37E	2489.99	73407.12	70917.13	14525.23	17015.22	paybill	14	10	Tue	smartphone	Nairobi	0
UBT34DF16	952.28	4944.25	3991.97	34499.99	35452.27	paybill	14	2	Wed	feature	Nairobi	0
UDCYWE3DK	1757.24	726.54	0	31546.09	33303.33	paybill	17	4	Tue	smartphone	Mombasa	1
UAINMK7YY	890.42	33309.81	32419.39	15095.84	15986.26	peer	21	1	Thu	smartphone	Mombasa	0
UDD8MWE77	2147.49	76988.59	74841.1	31045.43	33192.92	till	20	4	Tue	smartphone	Nairobi	0
UIMGP6YWK	3960.45	43794.09	39833.64	9015.4	12975.85	paybill	17	9	Thu	feature	Nakuru	0
UL22592FF	920.39	13343.41	12423.02	22277.08	23197.47	paybill	2	12	Sun	smartphone	Kisumu	0
UJP0FLE1M	352.04	53980.48	53628.44	6849.95	7201.99	paybill	10	10	Sat	feature	Nairobi	0
UKM2XIPRT	7941.9	68317.42	60375.52	12098.86	20040.76	peer	17	11	Thu	smartphone	Eldoret	0
ULPUY0ZIA	4852.01	50959.44	46107.43	24911.8	29763.81	peer	15	12	Wed	feature	Eldoret	0
UBCM453KF	783.02	20837.39	20054.37	21849.79	22632.81	paybill	11	2	Tue	smartphone	Mombasa	0
UA0EZF0ZP	1350.48	17195.17	15844.69	651.48	2001.96	peer	22	1	Sat	smartphone	Mombasa	0
UJ5BNCCU3	21.44	63428.35	63406.91	45394.94	45416.38	peer	11	10	Thu	smartphone	Nakuru	0
UL8Q0PXAE	4315.63	31676.95	27361.32	47644.84	51960.47	till	10	12	Mon	smartphone	Eldoret	0
UCA3Y5T37	5119.27	13017.55	7898.28	23845.01	28964.28	till	7	3	Tue	feature	Eldoret	0
UE9S9EHWH	1900.53	18639.98	16739.45	22911.73	24812.26	till	14	5	Fri	smartphone	Mombasa	0
UHLX3F2XH	2280.42	45250.32	42969.9	38581.35	40861.77	peer	19	8	Wed	feature	Nakuru	0
UDKTCV1LT	1036.41	66849.09	65812.68	39221.04	40257.45	peer	8	4	Tue	feature	Nairobi	0
UJUU2BL7A	709.78	64399.77	63689.99	2302.84	3012.62	paybill	9	10	Thu	smartphone	Nairobi	0
UG09ZDO0D	2476.01	67858.56	65382.55	36443.07	38919.08	peer	7	7	Mon	feature	Kisumu	0
UJ5BFYCW8	150.39	19740.01	19589.62	20138.22	20288.61	peer	4	10	Sun	smartphone	Nakuru	0
UIS0X7M2M	3375.6	9568.36	6192.76	14444.25	17819.85	paybill	12	9	Mon	feature	Mombasa	0
UD9V8U9DA	760.84	79461.08	78700.24	2245.56	3006.4	paybill	1	4	Fri	smartphone	Mombasa	0
UBQGKCUMC	2146.99	50871.95	48724.96	4536.09	6683.08	paybill	16	2	Wed	feature	Nakuru	0
UHXFEUB4O	49.74	76079.19	76029.45	28856.13	28905.87	till	2	8	Tue	feature	Kisumu	0
UI48NYSJ5	662.7	79396.14	78733.44	19316.16	19978.86	till	17	9	Sat	smartphone	Kisumu	0
UL3A4KFOC	1279.42	52564.82	51285.4	12019.95	13299.37	paybill	17	12	Sat	smartphone	Mombasa	0
UHQT3DGD8	319.03	77952.34	77633.31	1375.96	1694.99	paybill	12	8	Tue	feature	Kisumu	0
UBL9RZRKB	2747.15	3210.5	463.35	1800.94	4548.09	paybill	8	2	Tue	smartphone	Kisumu	0
UJBVN7NPR	288.96	54396.04	54107.08	11244.51	11533.47	peer	1	10	Sun	feature	Kisumu	0
UEWDCOKZ5	846.82	45109.64	44262.82	21375.09	22221.91	till	10	5	Wed	smartphone	Kisumu	0
UB6P8KH7R	592.54	22671.44	22078.9	17652.52	18245.06	peer	18	2	Sat	feature	Nairobi	0
ULU3U6H0U	3367.81	67683.38	64315.57	20047.09	23414.9	till	6	12	Sun	feature	Kisumu	0
UC67RL2YJ	2160.23	38159.23	35999	24876.99	27037.22	paybill	22	3	Sun	smartphone	Nairobi	0
UK8DH9PTF	343.52	14972.26	14628.74	16578.23	16921.75	paybill	7	11	Tue	smartphone	Nakuru	0
UANNKL3ER	2896.84	5785.55	2888.71	3450.38	6347.22	paybill	13	1	Thu	feature	Eldoret	0
UIP9M7QNT	4239.86	36854.19	32614.33	4752.65	8992.51	paybill	4	9	Thu	feature	Kisumu	0
UKKW7493D	2629.5	55520.08	52890.58	38556.14	41185.64	till	3	11	Thu	smartphone	Nakuru	0
UL17DPUBK	1594.8	41301.19	39706.39	23164.68	24759.48	peer	2	12	Sun	feature	Nakuru	0
UGE48M2Q6	69.7	34075.73	34006.03	1878.55	1948.25	till	19	7	Thu	smartphone	Eldoret	0
UDSJXL66Y	205.22	100.93	0	20828.29	21033.51	paybill	8	4	Mon	smartphone	Kisumu	1
UC24S0LGU	1108.82	57877.95	56769.13	10028.01	11136.83	till	4	3	Thu	smartphone	Nairobi	0
UKOB7P7O0	341.44	24385.01	24043.57	11520.83	11862.27	paybill	20	11	Fri	smartphone	Eldoret	0
UDD2SW24W	2.21	15370.38	15368.17	15504.23	15506.44	till	14	4	Tue	feature	Nakuru	0
UBDPWVBZ7	1973.61	59377.52	57403.91	42421.27	44394.88	paybill	3	2	Mon	smartphone	Mombasa	0
UKWMI6KTI	823.91	71693.66	70869.75	40901.34	41725.25	paybill	17	11	Sun	feature	Nakuru	0
UECFA95D7	437.16	14610.96	14173.8	18547.05	18984.21	peer	18	5	Wed	feature	Nairobi	0
UBC46HD2O	3483.27	32519.52	29036.25	11024.42	14507.69	till	21	2	Mon	smartphone	Mombasa	0
UG6WQFK6X	2156.27	47291.96	45135.69	33050.71	35206.98	peer	21	7	Mon	feature	Nakuru	0
UH9VASJEV	122.56	56774.73	56652.17	8366.07	8488.63	till	9	8	Fri	smartphone	Kisumu	0
UFEHLH07J	2275.5	21580.85	19305.35	31421.7	33697.2	peer	8	6	Wed	feature	Mombasa	0
UL3P87JH4	986.29	48164.15	47177.86	14828	15814.29	paybill	16	12	Mon	feature	Nakuru	0
UD8R5P03W	1879.87	44851.33	42971.46	39036.59	40916.46	paybill	20	4	Tue	feature	Mombasa	0
UK3Q68JOV	1849.02	29605.53	27756.51	46646.24	48495.26	till	18	11	Wed	feature	Kisumu	0
UBGL2MCXN	2636.09	14497.64	11861.55	4911.75	7547.84	peer	7	2	Mon	feature	Nairobi	0
ULLQ26UNV	2440.78	55598.17	53157.39	36449.05	38889.83	peer	14	12	Fri	feature	Nairobi	0
UKC6P1LLH	2967.4	2565.55	0	2594.76	5562.16	paybill	16	11	Mon	feature	Eldoret	1
UBEGLNUKX	230.02	26915.28	26685.26	48926.27	49156.29	peer	5	2	Thu	feature	Nakuru	0
UGBTSMAQ3	2912.52	58191.84	55279.32	28103.64	31016.16	paybill	16	7	Wed	feature	Mombasa	0
UGC1RBK9R	4408.76	25027.52	20618.76	24125.02	28533.78	peer	0	7	Sun	feature	Kisumu	0
UBBBADLYP	1059.87	30809.97	29750.1	1259.67	2319.54	peer	3	2	Sat	feature	Eldoret	0
UA75J2D8C	2739.5	63824.03	61084.53	30795.6	33535.1	till	7	1	Sun	feature	Eldoret	0
ULGEQE515	2779.92	18874.38	16094.46	35243.55	38023.47	paybill	22	12	Sat	feature	Kisumu	0
UISUX9L0I	2548.45	77366.12	74817.67	2583.44	5131.89	paybill	0	9	Sat	smartphone	Nairobi	0
UI4IX4ZCR	1054.18	69024.97	67970.79	8962.78	10016.96	till	15	9	Tue	feature	Kisumu	0
UDRM31SL7	2414.18	76202.12	73787.94	11336.37	13750.55	till	2	4	Tue	smartphone	Nakuru	0
UD7NQWHOC	3172.18	54204.48	51032.3	31251.46	34423.64	till	19	4	Wed	smartphone	Mombasa	0
UH50I6GBX	570.9	53848.97	53278.07	39834.07	40404.97	paybill	21	8	Mon	smartphone	Mombasa	0
UGHOPMPNB	432.46	74830.24	74397.78	42534.01	42966.47	paybill	23	7	Tue	feature	Kisumu	0
UGGJVSDBI	6018.24	1071.33	0	33701	39719.24	peer	18	7	Mon	smartphone	Mombasa	1
UEITJ5ZOO	79.84	1681.67	1601.83	19534.11	19613.95	till	16	5	Wed	feature	Eldoret	0
UC2MKV0DS	318.73	49741.27	49422.54	16702.5	17021.23	paybill	11	3	Sat	feature	Mombasa	0
UCLCG6FAR	1979.07	48479.83	46500.76	12356.58	14335.65	peer	13	3	Wed	smartphone	Mombasa	0
UK1AMRA5R	659.75	34678.07	34018.32	34272.19	34931.94	peer	17	11	Fri	feature	Mombasa	0
UIS11D2MR	606.23	16511.57	15905.34	19072.05	19678.28	till	1	9	Wed	feature	Mombasa	0
UFQ3KMSX5	6030.21	53751.18	47720.97	31614.11	37644.32	paybill	19	6	Mon	feature	Kisumu	0
ULXFOH9MB	332.83	62842.98	62510.15	30055.13	30387.96	till	18	12	Thu	feature	Eldoret	0
ULD7NDJWT	6963.03	22177.9	15214.87	21600.95	28563.98	till	23	12	Tue	feature	Mombasa	0
UFOP9LBSM	5895.95	14431.24	8535.29	48533.83	54429.78	paybill	9	6	Sun	feature	Kisumu	0
UFK8RYQF8	180.38	59057.01	58876.63	35227.72	35408.1	till	8	6	Tue	feature	Eldoret	0
UECKQH3ER	824.16	31869.23	31045.07	13213.81	14037.97	paybill	16	5	Sat	smartphone	Nakuru	1
UEE52S8U8	344.75	21555.85	21211.1	14373.08	14717.83	peer	2	5	Sat	smartphone	Nairobi	0
UJ7KB7IYN	1603.97	11600.96	9996.99	29767.98	31371.95	peer	21	10	Wed	feature	Nakuru	0
UEGP52F1J	283.31	76118.72	75835.41	14864.54	15147.85	peer	14	5	Wed	feature	Eldoret	0
UEUWTN5PE	144.88	36695.97	36551.09	4604.76	4749.64	paybill	11	5	Fri	feature	Nairobi	0
UFPPOAU8P	1209.07	1307.34	98.27	48250.77	49459.84	till	20	6	Wed	smartphone	Nakuru	1
UINW65B4E	433.31	36109.85	35676.54	33602.8	34036.11	paybill	9	9	Sun	feature	Eldoret	0
UBB3XMDKR	1314.01	20037	18722.99	100.93	1414.94	peer	3	2	Mon	smartphone	Nairobi	0
UIF0RIY4K	286.89	8561.87	8274.98	7741.43	8028.32	peer	18	9	Sun	feature	Mombasa	0
ULHCF5SID	4343.46	75130.66	70787.2	334.11	4677.57	till	21	12	Thu	feature	Eldoret	0
UBKRGI4JW	2219.6	56121.05	53901.45	34005.59	36225.19	till	3	2	Fri	smartphone	Nairobi	0
UCWG3XG0T	786.76	30910.52	30123.76	46813.36	47600.12	paybill	16	3	Wed	smartphone	Nakuru	0
UHNJN2Q3F	1171.3	76610.72	75439.42	19951.77	21123.07	peer	18	8	Fri	feature	Eldoret	0
UJKX6WB68	2747.01	59178.72	56431.71	10733.39	13480.4	till	9	10	Thu	feature	Nairobi	0
UCM4SMZOC	1640.41	764.76	0	21679.14	23319.55	paybill	9	3	Sat	feature	Nairobi	1
UL4F2X7C4	145.8	73172.44	73026.64	21701.05	21846.85	paybill	20	12	Fri	smartphone	Nakuru	0
UL71SEL8M	449.05	35126.96	34677.91	49813.11	50262.16	paybill	8	12	Mon	smartphone	Eldoret	0
ULFDD7R19	390.43	51051.29	50660.86	12101.1	12491.53	till	10	12	Sun	smartphone	Nairobi	0
UC0N97CJB	1877.92	52354.13	50476.21	40918.48	42796.4	paybill	7	3	Sun	feature	Nairobi	0
UK47LZN9U	76.97	1198.27	1121.3	12418.81	12495.78	paybill	19	11	Thu	feature	Eldoret	0
UDHF33GUW	361.97	6263.9	5901.93	45558.41	45920.38	peer	4	4	Mon	smartphone	Kisumu	0
UF1U5MY80	657.43	58645.4	57987.97	30336.59	30994.02	peer	17	6	Sun	smartphone	Nairobi	0
UHSM642PW	1676.1	29838.81	28162.71	16651.74	18327.84	till	17	8	Mon	smartphone	Eldoret	0
UEDRBTA3K	3243.77	39530.73	36286.96	14165.24	17409.01	paybill	18	5	Sat	feature	Eldoret	0
UC8CU47SO	2318.07	49381.01	47062.94	37144.07	39462.14	till	2	3	Mon	feature	Nairobi	0
UKBMJM1FT	2008.64	23390.51	21381.87	38537.13	40545.77	till	13	11	Mon	smartphone	Kisumu	0
UB3UV43MC	836.6	63997.53	63160.93	16680.34	17516.94	till	5	2	Fri	smartphone	Nakuru	0
UH8JBBSXP	3005.87	71638.15	68632.28	33323.15	36329.02	peer	0	8	Mon	smartphone	Eldoret	0
UDT4Y0TB1	2322.42	32966.02	30643.6	43686.15	46008.57	paybill	20	4	Sat	feature	Nairobi	0
UCEEW6MM7	1523.98	34265.35	32741.37	22127.28	23651.26	peer	5	3	Fri	smartphone	Eldoret	0
UG052U9AZ	1571.83	62740.59	61168.76	20969.48	22541.31	peer	4	7	Mon	smartphone	Mombasa	0
UCKLV69EO	1039.96	47947.75	46907.79	10054.94	11094.9	till	10	3	Mon	smartphone	Nakuru	0
UIHZ364PK	1338.25	4588.47	3250.22	24554.79	25893.04	till	6	9	Wed	smartphone	Kisumu	0
UELTDMO8R	3928.22	22554.94	18626.72	35648	39576.22	peer	14	5	Sun	smartphone	Eldoret	0
ULTE02BIP	17.34	73929.75	73912.41	5594.03	5611.37	peer	0	12	Mon	feature	Kisumu	0
UEKN3DKVR	1089.82	14933.17	13843.35	33210.97	34300.79	paybill	16	5	Thu	smartphone	Nairobi	0
UDNXTXB17	3201.68	66136.4	62934.72	22310.06	25511.74	paybill	12	4	Sun	feature	Mombasa	0
UD1M3PP00	2458.64	24853.57	22394.93	12497.85	14956.49	peer	0	4	Fri	feature	Eldoret	0
UIQUUSFN0	1085.43	20465.09	19379.66	37126.54	38211.97	peer	22	9	Mon	feature	Kisumu	0
UB91KUBJJ	119.6	63164.5	63044.9	15389.79	15509.39	till	23	2	Sun	smartphone	Kisumu	0
UEULJGQPQ	3676.43	26206.73	22530.3	17721.25	21397.68	paybill	4	5	Sat	smartphone	Nairobi	0
UAUC6T8PJ	1056.72	18619.51	17562.79	15930.45	16987.17	paybill	6	1	Sun	feature	Nakuru	0
UDWFWBEBY	3508.23	44314.36	40806.13	25156.62	28664.85	till	5	4	Wed	smartphone	Mombasa	0
ULI899A44	323.25	63579.4	63256.15	44218.83	44542.08	peer	21	12	Fri	smartphone	Eldoret	0
UBCPSILN3	634.18	59893.63	59259.45	21960.53	22594.71	till	15	2	Thu	feature	Kisumu	0
UAL2MOXQ9	1414.52	53924.27	52509.75	8962.66	10377.18	peer	14	1	Wed	smartphone	Mombasa	0
UC6AV3S2S	1776.01	39201.18	37425.17	21480.43	23256.44	paybill	14	3	Tue	feature	Kisumu	0
UAXF1X889	2024.23	57527.3	55503.07	36620.05	38644.28	till	20	1	Sat	feature	Eldoret	0
ULE52VXSL	1085.2	43355.43	42270.23	17261.5	18346.7	till	21	12	Wed	smartphone	Eldoret	0
UD29IL9YQ	802.17	70544.83	69742.66	6074.77	6876.94	paybill	9	4	Wed	smartphone	Kisumu	0
UIS6XVQPU	1510.31	17866.67	16356.36	25961.23	27471.54	peer	18	9	Fri	smartphone	Kisumu	0
UKVEJKLCP	1403.79	13437.79	12034	12186.47	13590.26	till	13	11	Thu	smartphone	Nakuru	0
UHAEJT70E	467.14	17642.36	17175.22	47993.14	48460.28	paybill	21	8	Mon	smartphone	Mombasa	0
UCSTNPEZI	1436.84	33320.43	31883.59	21447.22	22884.06	paybill	8	3	Sun	feature	Nairobi	0
UJW9B0MQO	1167.75	33007.99	31840.24	37679.73	38847.48	paybill	9	10	Wed	feature	Eldoret	0
ULG167D6V	341.61	33015.45	32673.84	43526.35	43867.96	till	1	12	Thu	feature	Mombasa	0
UHG0K1IRB	1497.14	75614.62	74117.48	34831.36	36328.5	till	15	8	Fri	feature	Kisumu	0
UFN18B850	1026.89	11513.07	10486.18	34603.68	35630.57	paybill	6	6	Fri	feature	Kisumu	0
UFKEJP5K7	346.48	61207.6	60861.12	33944.89	34291.37	peer	4	6	Tue	feature	Nairobi	0
UBH41A68T	2224.12	33599.81	31375.69	906.2	3130.32	peer	6	2	Thu	smartphone	Mombasa	0
UDK8PQEQ7	2360.8	44898.2	42537.4	31421.32	33782.12	peer	2	4	Thu	feature	Kisumu	0
UEDEKY820	1750.17	897.3	0	36172.18	37922.35	peer	15	5	Wed	smartphone	Nakuru	1
UFJWS1ZL7	1150.7	37257.91	36107.21	43708.53	44859.23	till	0	6	Sun	feature	Eldoret	0
UIX5BWAEN	341.17	26756.91	26415.74	39577.91	39919.08	till	11	9	Tue	feature	Mombasa	0
UCRGREWDS	900.29	65665.84	64765.55	20228.43	21128.72	peer	18	3	Mon	feature	Nakuru	0
UHUHGPJNV	993.47	6148.41	5154.94	19391.3	20384.77	paybill	10	8	Fri	smartphone	Nairobi	0
UD5YRWVTK	2440.93	22542.47	20101.54	10397.82	12838.75	paybill	18	4	Thu	feature	Kisumu	0
UDXEQLEZZ	64.34	31213.45	31149.11	27088.05	27152.39	paybill	5	4	Sun	feature	Kisumu	0
UGYBJH4OU	5166.12	51900.61	46734.49	3705.27	8871.39	till	19	7	Wed	feature	Eldoret	0
UHPJBRHWB	706.13	79138.5	78432.37	11577.42	12283.55	peer	12	8	Fri	smartphone	Nakuru	0
UD2D8VET8	4285.15	25760.86	21475.71	11005.57	15290.72	paybill	9	4	Mon	feature	Eldoret	0
UICBHT94O	647.38	5590.22	4942.84	18478.71	19126.09	paybill	7	9	Sun	smartphone	Kisumu	0
UFOTIA41S	936.1	3721.01	2784.91	17497.25	18433.35	paybill	19	6	Mon	smartphone	Kisumu	0
UEAWYB03N	3973.72	66526.28	62552.56	42116.28	46090	till	10	5	Wed	smartphone	Kisumu	0
UBSZ0A0T7	700.79	61847.48	61146.69	27420.96	28121.75	till	1	2	Sun	feature	Nairobi	0
UJ42P0KQD	103.16	34143.07	34039.91	27401.62	27504.78	till	7	10	Thu	feature	Mombasa	0
UGD8UR6TI	1104.31	54230.13	53125.82	37925.09	39029.4	paybill	6	7	Sat	feature	Kisumu	0
UIZQUA1QR	22.1	49675.86	49653.76	37112.66	37134.76	paybill	18	9	Wed	smartphone	Kisumu	0
UBUH7VDO4	279.28	27822.32	27543.04	19537.76	19817.04	till	8	2	Sun	smartphone	Nairobi	0
UHJLMFLUO	259.17	60721.35	60462.18	29857.77	30116.94	till	15	8	Tue	feature	Nairobi	1
UHLXLZS49	1592.55	68221.54	66628.99	27082.32	28674.87	peer	3	8	Thu	smartphone	Eldoret	0
UC1F0FP8B	2129.88	37966.31	35836.43	35819.86	37949.74	peer	11	3	Sat	feature	Nakuru	0
UL5PAE9Z5	474	47121.54	46647.54	9268.64	9742.64	paybill	7	12	Fri	feature	Mombasa	0
UKFKY28NV	1373.58	34045.58	32672	45391.93	46765.51	peer	1	11	Wed	smartphone	Eldoret	0
UIZRLGQ9A	1061.05	44678.4	43617.35	29233.4	30294.45	peer	14	9	Sat	smartphone	Mombasa	0
UHLCQFMUI	215.2	65764.29	65549.09	32975.54	33190.74	peer	18	8	Wed	feature	Eldoret	0
UJ0N17UXH	2386.23	42706.79	40320.56	31838.09	34224.32	peer	5	10	Sat	smartphone	Nakuru	0
UCJD2V1L1	2068.88	42345.08	40276.2	41295.89	43364.77	paybill	0	3	Sun	feature	Kisumu	0
UCAIH7WFR	932.96	17575.38	16642.42	29765.16	30698.12	peer	13	3	Mon	smartphone	Mombasa	1
UHPQK1IO1	461.08	62165.56	61704.48	41082.4	41543.48	paybill	6	8	Wed	feature	Eldoret	0
UB54884Z4	928.52	15099.02	14170.5	4419.25	5347.77	paybill	22	2	Sat	feature	Eldoret	0
UI6XG541M	1800.71	12133.59	10332.88	10861.54	12662.25	till	11	9	Fri	smartphone	Nairobi	0
UFG0APSAL	935.4	2790.74	1855.34	43959.29	44894.69	paybill	21	6	Wed	smartphone	Nakuru	0
UEBJRBZJW	418.37	50440.19	50021.82	42906.02	43324.39	peer	4	5	Sun	feature	Eldoret	0
UKQG0XTDN	2297.14	16165.11	13867.97	25710.05	28007.19	till	23	11	Tue	smartphone	Eldoret	0
UBP4CWCDT	1999.01	79693	77693.99	41270.78	43269.79	peer	6	2	Sat	smartphone	Mombasa	0
UK4LZ6V7S	2795.25	65035.82	62240.57	35341.89	38137.14	paybill	10	11	Thu	smartphone	Kisumu	0
UD3S0DPJH	5128.9	72257.19	67128.29	46678.55	51807.45	peer	19	4	Sat	smartphone	Nairobi	0
UEUEQ4D7D	2424.3	556.91	0	23291.29	25715.59	peer	9	5	Sat	smartphone	Kisumu	1
UFV812HNC	1270.02	32954.2	31684.18	6504.03	7774.05	peer	15	6	Wed	smartphone	Mombasa	0
UEBZGFLIG	34.02	62720.69	62686.67	28309.03	28343.05	peer	20	5	Wed	feature	Mombasa	0
UEDMN1S3Y	562.65	25044.49	24481.84	787.15	1349.8	till	15	5	Thu	smartphone	Nakuru	0
UJHZM32HZ	25.95	49937.07	49911.12	38115.13	38141.08	till	23	10	Sun	feature	Eldoret	0
UI1JQBEXG	59.57	40979.69	40920.12	267.31	326.88	till	14	9	Wed	feature	Nairobi	0
UGX6LDM6F	4180.97	69168.22	64987.25	29346.83	33527.8	paybill	4	7	Sat	smartphone	Eldoret	0
UFLQGA3QU	1304.65	35439.28	34134.63	35369.85	36674.5	paybill	18	6	Thu	smartphone	Mombasa	0
ULNMYK851	739.55	45601.81	44862.26	43420.54	44160.09	till	19	12	Mon	feature	Kisumu	0
UE8OBS758	714.94	27418.23	26703.29	26383.87	27098.81	peer	1	5	Fri	smartphone	Nakuru	0
UKL88L12Q	356.69	35500.44	35143.75	24707.38	25064.07	peer	18	11	Sat	smartphone	Mombasa	0
UCKCIHDIY	2960.41	57236.5	54276.09	29657.91	32618.32	paybill	9	3	Mon	feature	Mombasa	0
UFDTOHRNQ	82.24	66643.27	66561.03	18121.57	18203.81	peer	10	6	Thu	smartphone	Mombasa	0
UCOLKY5VT	2988.7	75341.19	72352.49	8367.85	11356.55	till	23	3	Sat	smartphone	Kisumu	0
UJGINSAVO	1040.8	51576.11	50535.31	48712.38	49753.18	peer	8	10	Tue	feature	Mombasa	0
UAHPMXPKN	108.53	12580.9	12472.37	31797.02	31905.55	peer	21	1	Wed	feature	Mombasa	0
UCOSD3M0X	1371.82	16412.91	15041.09	2117.11	3488.93	peer	14	3	Tue	feature	Mombasa	0
UJSYAXYPB	1300.27	67005.63	65705.36	8486.42	9786.69	till	16	10	Sat	smartphone	Mombasa	0
UHS2Z48EG	29	2094.8	2065.8	8571.71	8600.71	paybill	15	8	Sun	smartphone	Eldoret	0
UAM7VH30Q	906.55	64244.59	63338.04	48046.01	48952.56	paybill	7	1	Mon	smartphone	Mombasa	0
UHN6YJMK3	1151.6	76287.45	75135.85	44080.78	45232.38	peer	23	8	Wed	feature	Nakuru	0
UAQKBE0TO	1317.41	22233.3	20915.89	46065.38	47382.79	till	16	1	Mon	smartphone	Nakuru	0
UKR6MQW76	1312.69	7683.18	6370.49	29704.14	31016.83	till	7	11	Fri	feature	Mombasa	0
UBLBV03DS	1819.22	18540.49	16721.27	45783.61	47602.83	paybill	7	2	Sat	feature	Nairobi	0
UGA8JX54P	1436.9	70644.89	69207.99	32952.27	34389.17	peer	22	7	Fri	feature	Nakuru	0
UJS4I2NR1	355.92	78097.34	77741.42	34172.69	34528.61	till	12	10	Sat	smartphone	Kisumu	0
UIYV6YJOA	706.06	22992.91	22286.85	40132.02	40838.08	peer	22	9	Wed	feature	Kisumu	0
UJ2WDIZHW	8837.65	17376.54	8538.89	34560.59	43398.24	till	19	10	Sun	feature	Nakuru	0
UGWLO7AMM	1385.88	75267.79	73881.91	38795.58	40181.46	paybill	7	7	Sun	feature	Eldoret	0
UIZYJB48W	205.34	34887.95	34682.61	19798.08	20003.42	paybill	6	9	Mon	smartphone	Mombasa	0
UFK1QQFVW	1659.85	75043.42	73383.57	4255.17	5915.02	paybill	9	6	Sun	smartphone	Eldoret	0
UI09NTN8E	730.66	33355.82	32625.16	8405.91	9136.57	peer	17	9	Mon	feature	Kisumu	0
UC199TMH6	966.4	21558.12	20591.72	5048.91	6015.31	paybill	17	3	Sat	smartphone	Mombasa	0
UITO4RQ3Q	274.97	42437.51	42162.54	49265.19	49540.16	peer	4	9	Thu	feature	Kisumu	0
UI31XYDUP	272.32	35235.26	34962.94	13918.42	14190.74	peer	7	9	Sat	smartphone	Nairobi	0
UDEW9V08L	2401.41	50483.42	48082.01	10985.34	13386.75	till	13	4	Sat	feature	Eldoret	0
UFAV2OSG6	31.1	20591.4	20560.3	17765.99	17797.09	till	9	6	Sun	smartphone	Nairobi	0
UH77LK6HQ	1681.26	16919.5	15238.24	40451.18	42132.44	till	3	8	Thu	smartphone	Mombasa	0
UHSEVL7FQ	238.36	69186.25	68947.89	7746.27	7984.63	peer	5	8	Sat	smartphone	Mombasa	0
UI95CPJZE	129.54	66362.21	66232.67	35333.78	35463.32	till	1	9	Fri	smartphone	Nakuru	0
UH3C330BO	1440.44	38331.84	36891.4	39027.8	40468.24	till	4	8	Sat	feature	Nakuru	0
UBD41U2ZN	542.8	49957.48	49414.68	13682.02	14224.82	peer	23	2	Tue	feature	Nakuru	0
UEDXC6RIJ	1003.66	35395.54	34391.88	49211.72	50215.38	paybill	16	5	Wed	feature	Mombasa	0
UJJBFSA5U	755.55	4652.6	3897.05	20930.36	21685.91	paybill	22	10	Sat	smartphone	Kisumu	0
UKKZYF2EV	919.93	27830.28	26910.35	27361.88	28281.81	paybill	12	11	Sat	smartphone	Eldoret	0
UDUFANS5S	7200.48	68990.02	61789.54	15693.77	22894.25	peer	16	4	Wed	smartphone	Nairobi	0
